الجامعات,المدينة,التخصصات,الحقل,الحد الادنى ,الحد التنافسي لسنة 2020,الحد التنافسي لسنة 2021,الحد التنافسي لسنة 2022,الحد التنافسي لسنة 2023,الحد التنافسي لسنة 2024,الحد التنافسي المتوقع,عدد ساعات التخصص,سعر الساعة للتنافسي,سعر الساعة الموازي,عدد سنوات الدراسة,التكلفة الكليه(تنافس),التكلفة الكليه(موازي),تدريب ميداني,نسبة العملي,تقييم صعوبة التخصص,حالة سوق العمل,وصف للتخصص,نوع الجامعة
جامعة آل البيت,المفرق,اللغة والادب/اسباني - انجليزي,اللغات والعلوم الأجتماعية,65,88,81.65,76.5,88.35,79,82.7,132.00,35.00,45.00,4,4620.00,5940.00,0,0,2,1,دراسة الإسبانية مع الإنجليزية للترجمة والعمل.,1
جامعة آل البيت,المفرق,معلم الصف,اللغات والعلوم الأجتماعية,65,83.4,77.05,75.9,83.55,82.5,80.48,132.00,35.00,45.00,4,4620.00,5940.00,1,2,1,2,دراسة الإسبانية مع الفرنسية للترجمة والتواصل.,1
جامعة آل البيت,المفرق,التاريخ,اللغات والعلوم الأجتماعية,65,85,78.85,74.25,82.85,82.9,80.77,132.00,30.00,45.00,4,3960.00,5940.00,0,0,1,0,إعداد معلم للمرحلة الأساسية وتدريس مواد متعددة.,1
جامعة آل البيت,المفرق,الجغرافيا التطبيقية,اللغات والعلوم الأجتماعية,65,80,83.15,83.15,83,80,81.86,132.00,40.00,50.00,4,5280.00,6600.00,0,2,2,0,دراسة الأحداث والحضارات وتحليل الماضي لفهم الحاضر.,1
جامعة آل البيت,المفرق,القانون,القانون والعلوم الشرعية,75,88.57,87.15,90,87.15,90.46,88.666,132.00,30.00,35.00,4,3960.00,4620.00,0,1,3,1,دراسة الأنظمة والحقوق للعمل في المجال القانوني.,1
جامعة آل البيت,المفرق,أصول الدين,القانون والعلوم الشرعية,75,80.5,75.4,75.15,80.25,78.4,77.94,132.00,30.00,35.00,4,3960.00,4620.00,0,0,1,0,علوم شرعية مثل العقيدة والحديث والتفسير.,1
جامعة آل البيت,المفرق,الامامة والوعظ والارشاد,القانون والعلوم الشرعية,75,75,78.4,75,78,78.4,76.96,132.00,30.00,35.00,4,3960.00,4620.00,0,0,1,0,إعداد خطباء ومرشدين للتوجيه الديني.,1
جامعة آل البيت,المفرق,الفقه وأصوله,القانون والعلوم الشرعية,75,81.4,75.95,75.55,82.15,78.4,78.69,132.00,30.00,35.00,4,3960.00,4620.00,0,0,1,0,أحكام شرعية وقواعد الاستنباط الفقهي.,1
جامعة آل البيت,المفرق,إدارة الأعمال,الأعمال,65,85.8,77.1,76.15,86.35,85.96,82.272,132.00,35.00,45.00,4,4620.00,5940.00,1,2,1,1,إدارة الشركات والتسويق والموارد والعمليات.,1
جامعة آل البيت,المفرق,المحاسبة,الأعمال,65,88.9,79.15,79.3,89,92.3,85.73,132.00,35.00,45.00,4,4620.00,5940.00,1,2,2,1,تسجيل وتحليل الحسابات وإعداد التقارير المالية.,1
جامعة آل البيت,المفرق,التمويل,الأعمال,65,82.7,74.95,71.85,83.65,80,78.63,132.00,35.00,45.00,4,4620.00,5940.00,1,2,2,2,استثمار وإدارة الأموال والأسواق المالية.,1
جامعة آل البيت, المفرق,التسويق,الأعمال,65,85.3,84.45,81.65,90.15,87.7,85.85,132.00,45.00,65.00,4,5940.00,8580.00,1,2,2,2,دراسة السوق والعملاء والترويج وبناء العلامة.,1
جامعة آل البيت,المفرق,نظم المعلومات الادارية,الأعمال,65,81.52,77.45,85.6,77.45,85.6,81.524,132.00,35.00,55.00,4,4620.00,7260.00,1,2,2,2,أنظمة تقنية لدعم الإدارة واتخاذ القرار.,1
جامعة آل البيت,المفرق,الإدارة العامة,الأعمال,65,89.23,92.5,85.96,92.5,85.96,89.23,132.00,35.00,45.00,4,4620.00,5940.00,1,2,2,0,إدارة المؤسسات الحكومية والسياسات والخدمات.,1
جامعة آل البيت,المفرق,إقتصاد الأعمال,الأعمال,65,83.18,80.4,85.96,80.4,85.96,83.18,132.00,20.00,40.00,4,2640.00,5280.00,0,1,2,1,يركز على تحليل السوق والشركات اقتصاديًا,1
جامعة آل البيت, المفرق,نظم المعلومات المحاسبية,الأعمال,65,85.5,76.95,94.06,76.95,94.06,85.504,132.00,40.00,55.00,4,5280.00,7260.00,1,2,2,2,"استخدام الأنظمة والبرامج لتسجيل البيانات المالية، إعداد التقارير، الرقابة، التدقيق، وتحليل المعلومات لدعم القرار داخل المؤسسات",1
جامعة العلوم و التكنولوجيا,إربد,الطب,صحي,90,98.6,99.2,96.8,97.83,98.1,98.106,257.00,150.00,150.00,6,38550.00,38550.00,1,4,4,2,"دراسة تشخيص الأمراض وعلاجها والوقاية منها، والعمل كطبيب في المستشفيات والعيادات بمختلف التخصصات الطبية.",1
جامعة العلوم و التكنولوجيا,إربد,طب الأسنان,صحي,90,97.4,98.4,94.7,96.45,97.15,96.82,210.00,150.00,150.00,6,31500.00,31500.00,1,4,4,1,"يهتم بصحة الفم والأسنان واللثة، ويشمل علاج التسوس، التقويم، الزراعة، وجراحة الفم.",1
جامعة العلوم و التكنولوجيا,إربد,الصيدلة,صحي,80,96.3,97.7,92.75,94.55,95.8,95.42,165.00,75.00,150.00,5,12375.00,24750.00,1,3,3,1,"دراسة الأدوية من حيث تركيبها وتأثيرها وطريقة استخدامها، والعمل في الصيدليات أو شركات الأدوية والمستشفيات.",1
جامعة العلوم و التكنولوجيا,إربد,دكتور صيدلة,صحي,80,96.8,98,93.2,94.95,96.5,95.89,216.00,100.00,100.00,6,21600.00,21600.00,1,4,4,1,"تخصص يركز على الصيدلة السريرية داخل المستشفيات، ومتابعة الخطة الدوائية للمرضى بالتعاون مع الأطباء.",1
جامعة العلوم و التكنولوجيا,إربد,دكتور بيطري,صحي,80,89.6,95.8,90.65,93.25,96.35,93.13,183.00,50.00,120.00,5,9150.00,21960.00,1,4,4,2,"تشخيص وعلاج أمراض الحيوانات، سواء الأليفة أو حيوانات المزارع، مع دور مهم في الصحة العامة وسلامة الغذاء.",1
جامعة العلوم و التكنولوجيا,إربد,العلوم الطبية المخبرية,صحي,70,92,95.9,88.85,91.7,92.9,92.27,135.00,50.00,50.00,4,6750.00,6750.00,1,4,3,1,تحليل عينات الدم والبول والأنسجة باستخدام أجهزة مخبرية لتشخيص الأمراض ومتابعة الحالة الصحية.,1
جامعة العلوم و التكنولوجيا,إربد,التمريض,صحي,70,90.9,95.3,90,92.35,94.5,92.61,134.00,50.00,50.00,4,6700.00,6700.00,1,4,3,2,"تقديم الرعاية الصحية للمرضى، متابعة حالتهم، إعطاء الأدوية، والعمل ضمن الفريق الطبي.",1
جامعة العلوم و التكنولوجيا,إربد,العلاج الطبيعي,صحي,70,91.4,95.5,88.4,91.25,93.95,92.1,133.00,50.00,50.00,4,6650.00,6650.00,1,4,3,1,إعادة تأهيل المرضى بعد الإصابات أو العمليات من خلال التمارين العلاجية والأجهزة المتخصصة.,1
جامعة العلوم و التكنولوجيا,إربد,العالج الوظيفي,صحي,70,89.3,94.2,86.1,88.6,92.35,90.11,138.00,50.00,50.00,4,6900.00,6900.00,1,4,2,2,مساعدة المرضى على استعادة قدرتهم على أداء الأنشطة اليومية بعد إصابة أو إعاقة جسدية أو عصبية.,1
جامعة العلوم و التكنولوجيا,إربد,البصريات,صحي,70,90.4,93.9,85.5,88.95,91.65,90.08,135.00,75.00,50.00,4,10125.00,6750.00,1,3,3,1,فحص النظر وتشخيص مشاكل الإبصار ووصف النظارات والعدسات اللاصقة.,1
جامعة العلوم و التكنولوجيا,إربد,تكنولوجيا ألاشعة,صحي,70,92.2,95.5,88.4,91.7,93.25,92.21,137.00,50.00,50.00,4,6850.00,6850.00,1,4,3,2,تشغيل أجهزة التصوير الطبي مثل الأشعة السينية والرنين المغناطيسي للمساعدة في تشخيص الأمراض.,1
جامعة العلوم و التكنولوجيا,إربد,إسعاف والطوارئ,صحي,65,88.7,93.7,87.05,89.7,92.5,90.33,137.00,50.00,50.00,4,6850.00,6850.00,1,4,3,2,تقديم الرعاية الطبية السريعة للحالات الطارئة والحوادث قبل وأثناء نقل المصاب إلى المستشفى.,1
جامعة العلوم و التكنولوجيا,إربد,السمع والنطق,صحي,65,90.4,94.4,85.9,87.8,91.5,90,143.00,50.00,50.00,4,7150.00,7150.00,1,3,2,2,تشخيص وعلاج اضطرابات النطق واللغة والتواصل لدى الأطفال والكبار.,1
جامعة العلوم و التكنولوجيا,إربد,علوم طب الأسنان المساندة,صحي,70,91.5,95.2,86.9,90.9,93,91.5,132.00,50.00,130.00,4,6600.00,17160.00,1,4,3,2,"دعم طبيب الأسنان في العيادة مثل التعقيم، تحضير الأدوات، ومساعدة المرضى أثناء العلاج.",1
جامعة العلوم و التكنولوجيا,إربد,الهندسة الميكانيكية,هندسي,80,91.5,95.6,83.15,88.15,90,89.68,160.00,60.00,60.00,4,9600.00,9600.00,1,3,4,1,تصميم وصيانة الأنظمة والآلات الميكانيكية مثل المحركات وأنظمة التكييف والإنتاج الصناعي.,1
جامعة العلوم و التكنولوجيا,إربد,الهندسة الكيميائية,هندسي,65,93.4,95.5,87.65,90.4,92.97,91.984,159.00,50.00,50.00,4,7950.00,7950.00,1,3,4,1,تحويل المواد الخام إلى منتجات مثل الأدوية والوقود والمواد الغذائية عبر عمليات صناعية وكيميائية.,1
جامعة العلوم و التكنولوجيا,إربد,الهندسة الطبية الحيوية,هندسي,80,94.6,96.9,90.55,93.35,94.5,93.98,160.00,75.00,75.00,4,12000.00,12000.00,1,3,4,1,دمج الهندسة مع الطب لتصميم وتطوير الأجهزة الطبية مثل الأطراف الصناعية وأجهزة التصوير والتشخيص.,1
جامعة العلوم و التكنولوجيا,إربد,الهندسة النووية,هندسي,80,94.6,96.1,90.4,93.95,95.15,94.04,160.00,100.00,100.00,4,16000.00,16000.00,1,2,4,0,تصميم وتشغيل المفاعلات النووية وإنتاج الطاقة النووية بأمان.,1
جامعة العلوم و التكنولوجيا,إربد,الهندسة الصناعية,هندسي,80,93.4,96.3,88.2,90.75,94.6,92.65,160.00,60.00,60.00,4,9600.00,9600.00,1,2,3,2,تنظيم وتحسين العمل داخل المصانع والشركات لزيادة الكفاءة وتقليل التكاليف.,1
جامعة العلوم و التكنولوجيا,إربد,هندسة الحاسوب,هندسي,80,92.4,95.5,90.65,93.2,96.05,93.56,160.00,75.00,75.00,4,12000.00,12000.00,1,2,4,2,تصميم وتطوير أجزاء الحاسوب مثل المعالج والأنظمة الإلكترونية.,1
جامعة العلوم و التكنولوجيا,إربد,هندسة الطيران,هندسي,80,93.6,96.5,89.3,92.05,94.3,93.15,160.00,100.00,100.00,4,16000.00,16000.00,1,3,4,0,تصميم وصيانة الطائرات وأنظمة الطيران.,1
جامعة العلوم و التكنولوجيا,إربد,العمارة,هندسي,80,95.1,97,90.1,91.8,94.55,93.71,169.00,75.00,75.00,5,12675.00,12675.00,1,3,3,1,تصميم المباني من الناحية الجمالية والوظيفية.,1
جامعة العلوم و التكنولوجيا,إربد,الهندسة المدنية,هندسي,80,92.6,96,84.6,88.3,89.6,90.22,160.00,75.00,75.00,4,12000.00,12000.00,1,3,3,1,بناء الطرق والجسور والمباني وشبكات المياه.,1
جامعة العلوم و التكنولوجيا,إربد,الهندسة الكهرباء,هندسي,80,92.6,95.2,82.15,87.25,89.9,89.42,160.00,75.00,75.00,4,12000.00,12000.00,1,3,4,1,تصميم وتشغيل أنظمة الكهرباء والطاقة.,1
جامعة العلوم و التكنولوجيا,إربد,علوم الحاسوب,العلوم والتكنلوجيا,65,86.1,92.4,87,92.95,95.05,90.7,132.00,75.00,75.00,4,9900.00,9900.00,1,3,3,2,تعلم البرمجة وتطوير البرامج والتطبيقات.,1
جامعة العلوم و التكنولوجيا,إربد,هندسة البرمجيات,العلوم والتكنلوجيا,65,88.1,94.2,85.65,92.1,93.65,90.74,132.00,75.00,75.00,4,9900.00,9900.00,1,3,3,2,تطوير البرامج والتطبيقات بطريقة منظمة لضمان جودتها.,1
جامعة العلوم و التكنولوجيا,إربد,امن السيبراني,العلوم والتكنلوجيا,65,90.73,86.65,92,93.55,90.73,90.732,132.00,80.00,80.00,4,10560.00,10560.00,1,3,3,2,حماية الأجهزة والشبكات من الاختراق والهجمات الإلكترونية.,1
جامعة العلوم و التكنولوجيا,إربد,علم البيانات,العلوم والتكنلوجيا,65,85.45,88.92,88.92,92.4,88.92,88.922,132.00,100.00,100.00,4,13200.00,13200.00,1,3,4,2,تحليل البيانات واستخراج معلومات مفيدة منها.,1
جامعة العلوم و التكنولوجيا,إربد,الذكاء اإلصطناعي,العلوم والتكنلوجيا,65,92.4,92.4,90.25,94.55,92.4,92.4,132.00,100.00,100.00,4,13200.00,13200.00,1,3,4,2,إنشاء أنظمة ذكية تتعلم وتفكر مثل الروبوتات والتطبيقات الذكية.,1
جامعة العلوم و التكنولوجيا,إربد,الرياضيات,العلوم والتكنلوجيا,65,85.5,93.6,82.3,83.15,89.75,86.86,132.00,40.00,50.00,4,5280.00,6600.00,0,1,4,1,دراسة الرياضيات وتطبيقاتها في مختلف المجالات.,1
جامعة العلوم و التكنولوجيا,إربد,الفيزياء,العلوم والتكنلوجيا,65,81.1,92,78.35,79.55,87.87,83.774,132.00,40.00,40.00,4,5280.00,5280.00,1,2,4,0,دراسة قوانين الطبيعة مثل الحركة والطاقة والكهرباء.,1
جامعة العلوم و التكنولوجيا,إربد,الكيمياء,العلوم والتكنلوجيا,65,87.9,92.8,81.2,84.05,89.6,87.11,132.00,40.00,40.00,4,5280.00,5280.00,1,3,3,1,دراسة المواد وتفاعلاتها واستخداماتها.,1
جامعة العلوم و التكنولوجيا,إربد,التقانات الحيوية والهندسة الوراثية,العلوم والتكنلوجيا,65,89.2,93.9,87.3,89.3,93.27,90.594,132.00,50.00,50.00,4,6600.00,6600.00,1,3,4,1,تعديل وتحسين الكائنات الحية لأغراض طبية أو زراعية.,1
جامعة العلوم و التكنولوجيا,إربد,االنتاج النباتي,العلوم والتكنلوجيا,65,80.4,91.2,81.3,79.6,91.05,84.71,132.00,40.00,40.00,4,5280.00,5280.00,1,3,2,1,زراعة وتحسين المحاصيل لزيادة الإنتاج وجودته.,1
جامعة العلوم و التكنولوجيا,إربد,الانتاج الحيواني,العلوم والتكنلوجيا,65,78.7,89.4,81.45,79.65,91,84.04,132.00,40.00,40.00,4,5280.00,5280.00,1,3,2,1,تربية ورعاية الحيوانات وإنتاج اللحوم والحليب والمنتجات الحيوانية.,1
جامعة العلوم و التكنولوجيا,إربد,التربة والري,العلوم والتكنلوجيا,65,76.4,88.2,78.05,77.55,86.5,81.34,132.00,40.00,40.00,4,5280.00,5280.00,1,3,3,1,دراسة التربة وطرق الري لتحسين الزراعة وزيادة الإنتاج.,1
جامعة العلوم و التكنولوجيا,إربد,اللغة الانجليزية واللغويات,اللغات والعلوم الأجتماعية,65,93.2,97.2,94.85,92.9,95.75,94.78,133.00,50.00,110.00,4,6650.00,14630.00,0,1,2,1,دراسة اللغة الإنجليزية وقواعدها وأصواتها وتحليلها اللغوي.,1
جامعة الحسين بن طلال,معان,التحاليل الطبية,صحي,70,78,89.6,79.9,82.6,83,82.62,136.00,43.00,75.00,4,5848.00,10200.00,1,4,3,2,إجراء الفحوصات المخبرية للدم والعينات لتشخيص الأمراض.,1
جامعة الحسين بن طلال,معان,هندسة البيئة,هندسي,80,80,80.2,80.7,80.53,81.25,80.536,160.00,43.00,75.00,4,6880.00,12000.00,1,3,3,1,حماية البيئة ومعالجة التلوث وإدارة الموارد الطبيعية.,1
جامعة الحسين بن طلال,معان,هندسة التعدين,هندسي,80,80,80.1,82.4,80.83,80.83,80.832,160.00,43.00,75.00,4,6880.00,12000.00,1,3,4,1,استخراج المعادن من الأرض ودراسة طرق التعدين الآمنة.,1
جامعة الحسين بن طلال,معان,هندسة الحاسوب,هندسي,80,80,80,80.1,80.65,80.35,80.22,160.00,43.00,75.00,4,6880.00,12000.00,1,3,3,2,تصميم وتطوير مكونات الحاسوب المادية والأنظمة المدمجة.,1
جامعة الحسين بن طلال,معان,هندسة امن الشبكات والمعلومات,هندسي,80,82.21,82.3,80.5,80,86.05,82.212,160.00,43.00,75.00,4,6880.00,12000.00,1,3,3,2,حماية الشبكات والأنظمة من الاختراق وتأمين المعلومات.,1
جامعة الحسين بن طلال,معان,الهندسة الكيماوية,هندسي,80,80,83.6,80.65,80,80.1,80.87,160.00,43.00,75.00,4,6880.00,12000.00,1,3,4,1,تحويل المواد الخام إلى منتجات مفيدة عبر عمليات صناعية.,1
جامعة الحسين بن طلال,معان,هندسة الاتصالات,هندسي,80,80,80,81.1,83.8,80.6,81.1,160.00,43.00,75.00,4,6880.00,12000.00,1,3,4,2,تصميم أنظمة الاتصالات مثل شبكات الهاتف والإنترنت.,1
جامعة الحسين بن طلال,معان,الهندسة المدنية,هندسي,80,80,88.1,80.05,80.7,80,81.77,160.00,43.00,75.00,4,6880.00,12000.00,1,3,3,1,بناء وتصميم الطرق والجسور والمباني.,1
جامعة الحسين بن طلال,معان,الهندسة الميكانيكية,هندسي,80,80,81.4,80.3,80.8,80.2,80.54,160.00,43.00,75.00,4,6880.00,12000.00,1,3,4,1,تصميم وصيانة الآلات والأنظمة الميكانيكية.,1
جامعة الحسين بن طلال,معان,الهندسة الكهربائية,هندسي,80,80,81.5,80.25,81.85,80,80.72,160.00,43.00,75.00,4,6880.00,12000.00,1,3,4,1,تصميم وتشغيل أنظمة الكهرباء والطاقة.,1
جامعة الحسين بن طلال,معان,هندسة الطاقة المتجددة,هندسي,80,82.21,82.21,80.25,80.15,86.25,82.214,160.00,43.00,75.00,4,6880.00,12000.00,1,3,3,2,تصميم أنظمة الطاقة الشمسية وطاقة الرياح ومصادر الطاقة النظيفة.,1
جامعة الحسين بن طلال,معان,علم الحاسوب,العلوم والتكنلوجيا,65,65,76.2,71.15,68.4,79.6,72.07,132.00,43.00,75.00,4,5676.00,9900.00,1,3,3,2,تعلم البرمجة وتطوير البرامج والتطبيقات.,1
جامعة الحسين بن طلال,معان,نظم المعلومات الحاسوبية,العلوم والتكنلوجيا,65,65,71.2,67.7,65.1,76.9,69.18,132.00,43.00,75.00,4,5676.00,9900.00,1,3,3,2,إدارة الأنظمة المعلوماتية وقواعد البيانات داخل المؤسسات.,1
جامعة الحسين بن طلال,معان,هندسة البرمجيات,العلوم والتكنلوجيا,65,71.3,80.4,74.5,72.7,79.7,75.72,132.00,43.00,75.00,4,5676.00,9900.00,1,3,3,2,تصميم وتطوير البرمجيات بطريقة هندسية لضمان الجودة والكفاءة.,1
جامعة الحسين بن طلال,معان,علم البيانات والذكاء االصطناعي,العلوم والتكنلوجيا,65,77.4,77.4,74.5,76.05,81.65,77.4,132.00,43.00,75.00,4,5676.00,9900.00,1,3,4,2,تحليل البيانات واستخدام تقنيات الذكاء الاصطناعي لاستخراج معلومات واتخاذ قرارات ذكية.,1
جامعة الحسين بن طلال,معان,الرياضيات,العلوم والتكنلوجيا,65,65,79.4,68.5,65.15,73,70.21,132.00,25.00,40.00,4,3300.00,5280.00,0,1,4,1,دراسة الأرقام والمعادلات وتطبيقاتها في مختلف المجالات.,1
جامعة الحسين بن طلال,معان,الفيزياء,العلوم والتكنلوجيا,65,65,70.7,65,65.4,67.9,66.8,132.00,25.00,40.00,4,3300.00,5280.00,1,2,4,0,دراسة قوانين الطبيعة مثل الحركة والطاقة والكهرباء.,1
جامعة الحسين بن طلال,معان,الكيمياء,العلوم والتكنلوجيا,65,65,79.7,66.65,66.45,72,69.96,132.00,25.00,40.00,4,3300.00,5280.00,1,3,3,1,دراسة المواد وتفاعلاتها وخصائصها.,1
جامعة الحسين بن طلال,معان,العلوم الحياتية,العلوم والتكنلوجيا,65,65,75,70.25,68.95,75.4,70.92,132.00,25.00,40.00,4,3300.00,5280.00,1,3,3,2,دراسة الكائنات الحية ووظائفها وتركيبها.,1
جامعة الحسين بن طلال,معان,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,65,82.7,75.25,66.9,74.4,72.85,132.00,28.00,40.00,4,3696.00,5280.00,0,1,2,1,دراسة اللغة العربية وقواعدها وأدبها وشعرها ونصوصها.,1
جامعة الحسين بن طلال,معان,اللغة االنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,65,84.5,76.35,68.65,85,75.9,132.00,28.00,40.00,4,3696.00,5280.00,0,1,2,1,دراسة اللغة الإنجليزية وقواعدها وأدبها وتحليل النصوص.,1
جامعة الحسين بن طلال,معان,التاريخ,اللغات والعلوم الأجتماعية,65,65,74.7,70.95,65,73.7,69.87,132.00,28.00,40.00,4,3696.00,5280.00,0,1,2,1,دراسة أحداث الماضي وتحليلها وفهم تطور الحضارات.,1
جامعة الحسين بن طلال,معان,الجغرافيا,اللغات والعلوم الأجتماعية,65,65,74.3,71.95,65,72.85,69.82,132.00,28.00,40.00,4,3696.00,5280.00,0,1,2,1,دراسة الأماكن والخرائط والظواهر الطبيعية والبشرية.,1
جامعة الحسين بن طلال,معان,علم المكتبات وتكنولوجيا المعلومات,اللغات والعلوم الأجتماعية,65,65,65.9,65.05,65,74.5,67.09,132.00,28.00,40.00,4,3696.00,5280.00,1,2,3,2,تنظيم وإدارة المعلومات والمكتبات باستخدام التقنيات الحديثة.,1
جامعة الحسين بن طلال,معان,معلم الصف,اللغات والعلوم الأجتماعية,65,65,65.6,73.15,65.05,76.85,69.13,132.00,22.00,35.00,4,2904.00,4620.00,1,2,2,2,تدريس جميع المواد الأساسية لطلاب المرحلة الابتدائية.,1
جامعة الحسين بن طلال,معان,التربية الخاصة,اللغات والعلوم الأجتماعية,65,65,66.4,65,65.2,71.6,66.64,132.00,22.00,35.00,4,2904.00,4620.00,1,3,3,2,تعليم ودعم الطلبة من ذوي الاحتياجات الخاصة.,1
جامعة الحسين بن طلال,معان,رياض الأطفال,اللغات والعلوم الأجتماعية,65,65,65,67.3,65,71.55,66.77,132.00,22.00,35.00,4,2904.00,4620.00,1,3,2,2,تعليم الأطفال الصغار وتنمية مهاراتهم في المراحل المبكرة.,1
جامعة الحسين بن طلال,معان,الأثار,اللغات والعلوم الأجتماعية,65,65,65.4,65.05,65.35,65.05,65.17,132.00,25.00,40.00,4,3300.00,5280.00,1,3,3,1,دراسة الحضارات القديمة واكتشاف المواقع الأثرية.,1
جامعة الحسين بن طلال,معان,الأقتصاد,الأعمال,65,65,65,66.1,65,67.85,65.79,132.00,30.00,40.00,4,3960.00,5280.00,0,1,3,1,دراسة الإنتاج والاستهلاك والأسواق والمال.,1
جامعة الحسين بن طلال,معان,المحاسبة,الأعمال,65,65,79.2,76.05,67.2,77.65,73.02,132.00,30.00,40.00,4,3960.00,5280.00,0,1,3,1,تسجيل وتنظيم الأمور المالية وإعداد التقارير والحسابات.,1
جامعة الحسين بن طلال,معان,إدارة الأعمال,الأعمال,65,65,72.7,70.5,65,76.85,70.01,132.00,30.00,40.00,4,3960.00,5280.00,0,1,3,1,إدارة الشركات وتنظيم العمل واتخاذ القرارات الإدارية.,1
جامعة الحسين بن طلال,معان,العلوم المالية والمصرفية,الأعمال,65,65,68.5,70.3,65,72.65,68.29,132.00,30.00,40.00,4,3960.00,5280.00,0,1,3,1,دراسة إدارة الأموال والبنوك والاستثمار والخدمات المصرفية.,1
جامعة الحسين بن طلال,معان,نظم المعلومات الأدارية,الأعمال,65,65,70.4,69.45,65.05,76.8,69.34,132.00,30.00,40.00,4,3960.00,5280.00,1,3,3,2,استخدام أنظمة المعلومات لدعم القرارات الإدارية داخل المؤسسات.,1
جامعة الحسين بن طلال,معان,الأدارة السياحية,الأعمال,65,65,65.4,65.07,65.25,65.8,65.304,132.00,25.00,40.00,4,3300.00,5280.00,1,3,3,2,إدارة وتنظيم الأنشطة السياحية والبرامج والرحلات.,1
جامعة الحسين بن طلال,معان,الأدارة الفندقية,الأعمال,65,65,65.2,65,65.6,70,66.16,132.00,25.00,40.00,4,3300.00,5280.00,1,3,3,2,إدارة الفنادق وخدمات الضيافة وتنظيم العمل داخلها.,1
جامعة الحسين بن طلال,معان,القانون,القانون والعلوم الشرعية,65,71.7,90.1,85.9,80.55,86.85,83.02,141.00,30.00,40.00,4,4230.00,5640.00,0,1,3,1,دراسة القوانين والأنظمة وتنظيم العلاقات بين الأفراد والمؤسسات.,1
جامعة الطفيلة التقنية,الطفيلة,الهندسة المدنية,هندسي,80,80,86,80,84.1,80.25,82.07,160.00,25.00,50.00,4,4000.00,8000.00,1,3,3,1,تصميم وبناء الطرق والجسور والمباني والبنية التحتية.,1
جامعة الطفيلة التقنية,الطفيلة,هندسة الصناعات الكيميائية,هندسي,80,80,83.8,82.05,80.15,80,81.2,160.00,25.00,45.00,4,4000.00,7200.00,1,3,4,1,تحويل المواد الخام إلى منتجات عبر عمليات صناعية كيميائية.,1
جامعة الطفيلة التقنية,الطفيلة,هندسة التعدين,هندسي,80,80,80.2,82.9,83.1,89.3,83.1,160.00,25.00,35.00,4,4000.00,5600.00,1,3,4,1,استخراج المعادن من الأرض ودراسة طرق التعدين.,1
جامعة الطفيلة التقنية,الطفيلة,هندسة القوى الكهربائية,هندسي,80,80,80,80.5,80.55,80.1,80.23,160.00,25.00,45.00,4,4000.00,7200.00,1,3,4,1,تصميم وتشغيل أنظمة توليد ونقل الطاقة الكهربائية.,1
جامعة الطفيلة التقنية,الطفيلة,الهندسة الميكانيكية,هندسي,80,80,80,80.3,80.1,80.85,80.25,160.00,25.00,45.00,4,4000.00,7200.00,1,3,4,1,تصميم وصيانة الآلات والأنظمة الميكانيكية.,1
جامعة الطفيلة التقنية,الطفيلة,هندسة الحاسوب,هندسي,80,80,80.3,81.15,81.35,80,80.56,160.00,25.00,45.00,4,4000.00,7200.00,1,3,3,2,تصميم وتطوير مكونات وأنظمة الحاسوب.,1
جامعة الطفيلة التقنية,الطفيلة,الهندسة الجيولوجية,هندسي,80,80,80.1,80.05,83.1,83.25,81.3,160.00,25.00,35.00,4,4000.00,5600.00,1,3,3,1,دراسة الأرض والصخور وتطبيقاتها في المشاريع الهندسية.,1
جامعة الطفيلة التقنية,الطفيلة,هندسة الاتصالات والالكترونيات,هندسي,80,80,80,80,81.05,80,80.21,160.00,25.00,45.00,4,4000.00,7200.00,1,3,4,2,تصميم أنظمة الاتصالات والإلكترونيات مثل شبكات الهاتف والإنترنت.,1
جامعة الطفيلة التقنية,الطفيلة,هندسة الطاقة المتجددة المتكاملة,هندسي,80,82.68,84.2,80.05,80,86.5,82.686,160.00,50.00,45.00,4,8000.00,7200.00,0,3,3,2,تصميم أنظمة الطاقة الشمسية والرياح ومصادر الطاقة النظيفة.,1
جامعة الطفيلة التقنية,الطفيلة,الرياضيات,العلوم والتكنلوجيا,65,65,65.5,65.2,65,71.95,66.53,132.00,20.00,30.00,4,2640.00,3960.00,1,1,4,1,دراسة المعادلات والأرقام وتطبيقاتها العلمية.,1
جامعة الطفيلة التقنية,الطفيلة,الفيزياء التطبيقية,العلوم والتكنلوجيا,65,65,65.1,65,66.15,68.95,66.04,132.00,20.00,30.00,4,2640.00,3960.00,1,2,4,0,تطبيق مفاهيم الفيزياء في المجالات العملية والصناعية.,1
جامعة الطفيلة التقنية,الطفيلة,الكيمياء,العلوم والتكنلوجيا,65,65,65.4,65,65,72.8,66.64,132.00,20.00,30.00,4,2640.00,3960.00,1,3,3,1,دراسة المواد وتفاعلاتها واستخداماتها المختلفة.,1
جامعة الطفيلة التقنية,الطفيلة,العلوم الحياتية التطبيقية,العلوم والتكنلوجيا,65,65,66.1,65.25,65,75.7,67.41,132.00,22.00,40.00,4,2904.00,5280.00,0,3,3,2,دراسة الكائنات الحية وتطبيقاتها في المجالات الطبية والزراعية والمخبرية.,1
